,index,Rozegrane mecze,Sety,Punkty,Zagrywka_Suma,Zagrywka_As,Zagrywka_Błąd,Zagrywka_Asy na set,Przyjęcie_Suma,Przyjęcie_Błąd,Przyjęcie_Neg,Przyjęcie_Perf,Przyjęcie_% perf,Atak_Suma,Atak_Błąd,Atak_Blok,Atak_Perf,Atak_% perf,Blok_Pkt,Blok_Pkt na set,Gracz,Liczba sezonów w lidze,Liczba meczy w lidze,Liczba pkt w lidze,Liczba asów w lidze,Liczba bloków w lidze
2609,16,Ślepsk Malow Suwałki -Indykpol AZS Olsztyn,3.0,0.0,3.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Patryk Szwaradzki,1,20,58,12,1
2610,17,Ślepsk Malow Suwałki -Aluron Virtu CMC Zawiercie,3.0,0.0,4.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Patryk Szwaradzki,1,20,58,12,1
2611,18,Ślepsk Malow Suwałki -Cuprum Lubin,4.0,0.0,4.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Patryk Szwaradzki,1,20,58,12,1
2612,19,Ślepsk Malow Suwałki -PGE Skra Bełchatów,3.0,1.0,4.0,1.0,1.0,"0,33",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Patryk Szwaradzki,1,20,58,12,1
2613,0,GKS Katowice -BKS Visła Bydgoszcz,4.0,13.0,13.0,4.0,1.0,"1,00",19.0,1.0,7.0,0.0,"0,00",20.0,2.0,3.0,9.0,"45,00",0.0,"0,00",Jakub Szymański,2,20,75,9,2
2614,1,GKS Katowice -MKS Będzin,4.0,8.0,13.0,3.0,3.0,"0,75",17.0,1.0,6.0,2.0,"11,76",13.0,3.0,2.0,5.0,"38,46",0.0,"0,00",Jakub Szymański,2,20,75,9,2
2615,2,GKS Katowice -Grupa Azoty ZAKSA Kędzierzyn-Koźle,4.0,15.0,17.0,1.0,6.0,"0,25",45.0,0.0,16.0,8.0,"17,78",28.0,1.0,2.0,13.0,"46,43",1.0,"0,25",Jakub Szymański,2,20,75,9,2
2616,3,GKS Katowice -Ślepsk Malow Suwałki,1.0,0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Szymański,2,20,75,9,2
2617,4,GKS Katowice -PGE Skra Bełchatów,2.0,0.0,2.0,0.0,0.0,"0,00",2.0,0.0,1.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Szymański,2,20,75,9,2
2618,5,GKS Katowice -Trefl Gdańsk,3.0,0.0,3.0,0.0,2.0,"0,00",3.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Szymański,2,20,75,9,2
2619,6,GKS Katowice -Indykpol AZS Olsztyn,1.0,0.0,1.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Jakub Szymański,2,20,75,9,2
2620,0,BKS Visła Bydgoszcz -Jastrzębski Węgiel,3.0,0.0,0.0,0.0,0.0,"0,00",19.0,2.0,4.0,7.0,"36,84",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2621,1,BKS Visła Bydgoszcz -VERVA Warszawa ORLEN Paliwa,3.0,0.0,0.0,0.0,0.0,"0,00",11.0,1.0,2.0,2.0,"18,18",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2622,2,BKS Visła Bydgoszcz -Cerrad Enea Czarni Radom,4.0,0.0,0.0,0.0,0.0,"0,00",14.0,0.0,5.0,3.0,"21,43",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2623,3,BKS Visła Bydgoszcz -PGE Skra Bełchatów,3.0,0.0,0.0,0.0,0.0,"0,00",24.0,1.0,7.0,10.0,"41,67",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2624,4,BKS Visła Bydgoszcz -Asseco Resovia Rzeszów,2.0,0.0,0.0,0.0,0.0,"0,00",4.0,1.0,1.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2625,5,BKS Visła Bydgoszcz -GKS Katowice,5.0,0.0,0.0,0.0,0.0,"0,00",19.0,2.0,5.0,2.0,"10,53",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2626,6,BKS Visła Bydgoszcz -Trefl Gdańsk,4.0,0.0,0.0,0.0,0.0,"0,00",15.0,0.0,7.0,3.0,"20,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2627,7,BKS Visła Bydgoszcz -Cuprum Lubin,2.0,0.0,0.0,0.0,0.0,"0,00",5.0,0.0,1.0,2.0,"40,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2628,8,BKS Visła Bydgoszcz -Ślepsk Malow Suwałki,5.0,0.0,0.0,0.0,0.0,"0,00",21.0,1.0,4.0,3.0,"14,29",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2629,9,BKS Visła Bydgoszcz -MKS Będzin,3.0,0.0,0.0,0.0,0.0,"0,00",16.0,1.0,6.0,5.0,"31,25",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2630,10,BKS Visła Bydgoszcz -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,0.0,0.0,0.0,0.0,"0,00",14.0,0.0,2.0,2.0,"14,29",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2631,11,BKS Visła Bydgoszcz -Aluron Virtu CMC Zawiercie,4.0,0.0,0.0,0.0,0.0,"0,00",23.0,0.0,7.0,4.0,"17,39",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2632,12,BKS Visła Bydgoszcz -Jastrzębski Węgiel,5.0,0.0,0.0,0.0,0.0,"0,00",29.0,2.0,8.0,9.0,"31,03",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2633,13,BKS Visła Bydgoszcz -VERVA Warszawa ORLEN Paliwa,3.0,0.0,0.0,0.0,0.0,"0,00",16.0,0.0,7.0,5.0,"31,25",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2634,14,BKS Visła Bydgoszcz -Cerrad Enea Czarni Radom,5.0,0.0,0.0,0.0,0.0,"0,00",26.0,1.0,5.0,11.0,"42,31",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2635,15,BKS Visła Bydgoszcz -PGE Skra Bełchatów,3.0,0.0,0.0,0.0,0.0,"0,00",14.0,1.0,3.0,4.0,"28,57",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2636,16,BKS Visła Bydgoszcz -Asseco Resovia Rzeszów,5.0,0.0,0.0,0.0,0.0,"0,00",28.0,3.0,7.0,7.0,"25,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2637,17,BKS Visła Bydgoszcz -GKS Katowice,3.0,0.0,0.0,0.0,0.0,"0,00",15.0,1.0,6.0,3.0,"20,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2638,18,BKS Visła Bydgoszcz -MKS Będzin,1.0,0.0,0.0,0.0,0.0,"0,00",10.0,2.0,0.0,3.0,"30,00",0.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Kamil Szymura,3,27,0,0,0
2639,0,GKS Katowice -Asseco Resovia Rzeszów,5.0,18.0,16.0,0.0,3.0,"0,00",43.0,0.0,8.0,15.0,"34,88",30.0,1.0,2.0,17.0,"56,67",1.0,"0,20",Rafał Szymura,6,156,1519,82,141
2640,1,GKS Katowice -PGE Skra Bełchatów,5.0,18.0,15.0,1.0,2.0,"0,20",24.0,0.0,6.0,5.0,"20,83",24.0,0.0,1.0,15.0,"62,50",2.0,"0,40",Rafał Szymura,6,156,1519,82,141
2641,2,GKS Katowice -Trefl Gdańsk,5.0,23.0,22.0,2.0,2.0,"0,40",16.0,0.0,4.0,2.0,"12,50",36.0,3.0,2.0,19.0,"52,78",2.0,"0,40",Rafał Szymura,6,156,1519,82,141
2642,3,GKS Katowice -Indykpol AZS Olsztyn,5.0,17.0,16.0,2.0,2.0,"0,40",26.0,0.0,5.0,10.0,"38,46",31.0,2.0,2.0,14.0,"45,16",1.0,"0,20",Rafał Szymura,6,156,1519,82,141
2643,4,GKS Katowice -Cuprum Lubin,5.0,18.0,13.0,0.0,0.0,"0,00",26.0,2.0,2.0,10.0,"38,46",35.0,6.0,4.0,16.0,"45,71",2.0,"0,40",Rafał Szymura,6,156,1519,82,141
2644,5,GKS Katowice -BKS Visła Bydgoszcz,5.0,13.0,14.0,0.0,3.0,"0,00",27.0,1.0,4.0,13.0,"48,15",31.0,1.0,1.0,12.0,"38,71",1.0,"0,20",Rafał Szymura,6,156,1519,82,141
2645,6,GKS Katowice -MKS Będzin,4.0,15.0,14.0,0.0,3.0,"0,00",15.0,1.0,3.0,3.0,"20,00",33.0,1.0,3.0,14.0,"42,42",1.0,"0,25",Rafał Szymura,6,156,1519,82,141
2646,7,GKS Katowice -Grupa Azoty ZAKSA Kędzierzyn-Koźle,4.0,9.0,11.0,0.0,3.0,"0,00",10.0,1.0,2.0,2.0,"20,00",25.0,3.0,1.0,9.0,"36,00",0.0,"0,00",Rafał Szymura,6,156,1519,82,141
2647,8,GKS Katowice -VERVA Warszawa ORLEN Paliwa,5.0,23.0,18.0,1.0,3.0,"0,20",28.0,1.0,7.0,6.0,"21,43",41.0,2.0,4.0,22.0,"53,66",0.0,"0,00",Rafał Szymura,6,156,1519,82,141
2648,9,GKS Katowice -Jastrzębski Węgiel,5.0,19.0,17.0,1.0,6.0,"0,20",17.0,0.0,4.0,5.0,"29,41",28.0,3.0,1.0,18.0,"64,29",0.0,"0,00",Rafał Szymura,6,156,1519,82,141
2649,10,GKS Katowice -Aluron Virtu CMC Zawiercie,4.0,9.0,14.0,0.0,3.0,"0,00",28.0,0.0,10.0,7.0,"25,00",18.0,0.0,1.0,8.0,"44,44",1.0,"0,25",Rafał Szymura,6,156,1519,82,141
2650,11,GKS Katowice -Cerrad Enea Czarni Radom,4.0,14.0,20.0,2.0,5.0,"0,50",20.0,2.0,6.0,3.0,"15,00",27.0,1.0,2.0,12.0,"44,44",0.0,"0,00",Rafał Szymura,6,156,1519,82,141
2651,12,GKS Katowice -Ślepsk Malow Suwałki,5.0,21.0,14.0,0.0,1.0,"0,00",28.0,0.0,7.0,10.0,"35,71",37.0,2.0,1.0,21.0,"56,76",0.0,"0,00",Rafał Szymura,6,156,1519,82,141
2652,13,GKS Katowice -PGE Skra Bełchatów,3.0,9.0,7.0,1.0,1.0,"0,33",15.0,1.0,7.0,3.0,"20,00",18.0,0.0,1.0,7.0,"38,89",1.0,"0,33",Rafał Szymura,6,156,1519,82,141
2653,14,GKS Katowice -Trefl Gdańsk,5.0,15.0,15.0,0.0,2.0,"0,00",37.0,1.0,11.0,7.0,"18,92",31.0,2.0,1.0,15.0,"48,39",0.0,"0,00",Rafał Szymura,6,156,1519,82,141
2654,15,GKS Katowice -Indykpol AZS Olsztyn,5.0,17.0,19.0,2.0,5.0,"0,40",12.0,2.0,2.0,4.0,"33,33",33.0,5.0,3.0,14.0,"42,42",1.0,"0,20",Rafał Szymura,6,156,1519,82,141
2655,16,GKS Katowice -Cuprum Lubin,4.0,16.0,13.0,2.0,5.0,"0,50",18.0,0.0,5.0,5.0,"27,78",24.0,2.0,3.0,12.0,"50,00",2.0,"0,50",Rafał Szymura,6,156,1519,82,141
2656,17,GKS Katowice -BKS Visła Bydgoszcz,4.0,17.0,19.0,2.0,3.0,"0,50",17.0,1.0,4.0,5.0,"29,41",20.0,0.0,4.0,13.0,"65,00",2.0,"0,50",Rafał Szymura,6,156,1519,82,141
2657,18,GKS Katowice -MKS Będzin,3.0,12.0,12.0,1.0,3.0,"0,33",15.0,1.0,8.0,2.0,"13,33",17.0,2.0,0.0,9.0,"52,94",2.0,"0,67",Rafał Szymura,6,156,1519,82,141
2658,19,GKS Katowice -Aluron Virtu CMC Zawiercie,3.0,12.0,16.0,4.0,2.0,"1,33",21.0,0.0,2.0,3.0,"14,29",17.0,1.0,0.0,8.0,"47,06",0.0,"0,00",Rafał Szymura,6,156,1519,82,141
2659,0,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Ślepsk Malow Suwałki,4.0,10.0,18.0,1.0,1.0,"0,25",34.0,3.0,4.0,9.0,"26,47",25.0,2.0,3.0,8.0,"32,00",1.0,"0,25",Aleksander Śliwka,6,159,1794,70,127
2660,1,Grupa Azoty ZAKSA Kędzierzyn-Koźle -MKS Będzin,3.0,11.0,15.0,0.0,1.0,"0,00",9.0,0.0,1.0,2.0,"22,22",25.0,4.0,2.0,11.0,"44,00",0.0,"0,00",Aleksander Śliwka,6,159,1794,70,127
2661,2,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Jastrzębski Węgiel,3.0,11.0,10.0,0.0,2.0,"0,00",10.0,0.0,3.0,3.0,"30,00",23.0,0.0,0.0,11.0,"47,83",0.0,"0,00",Aleksander Śliwka,6,159,1794,70,127
2662,3,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Aluron Virtu CMC Zawiercie,4.0,17.0,17.0,2.0,3.0,"0,50",31.0,1.0,8.0,9.0,"29,03",30.0,1.0,2.0,14.0,"46,67",1.0,"0,25",Aleksander Śliwka,6,159,1794,70,127
2663,4,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Cerrad Enea Czarni Radom,3.0,13.0,14.0,0.0,4.0,"0,00",9.0,1.0,2.0,3.0,"33,33",27.0,2.0,3.0,12.0,"44,44",1.0,"0,33",Aleksander Śliwka,6,159,1794,70,127
2664,5,Grupa Azoty ZAKSA Kędzierzyn-Koźle -PGE Skra Bełchatów,2.0,3.0,2.0,0.0,1.0,"0,00",3.0,1.0,0.0,1.0,"33,33",6.0,0.0,2.0,2.0,"33,33",1.0,"0,50",Aleksander Śliwka,6,159,1794,70,127
2665,6,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Asseco Resovia Rzeszów,5.0,14.0,20.0,1.0,2.0,"0,20",30.0,4.0,8.0,4.0,"13,33",26.0,2.0,2.0,12.0,"46,15",1.0,"0,20",Aleksander Śliwka,6,159,1794,70,127
2666,7,Grupa Azoty ZAKSA Kędzierzyn-Koźle -GKS Katowice,4.0,12.0,15.0,0.0,2.0,"0,00",37.0,2.0,14.0,11.0,"29,73",22.0,4.0,0.0,11.0,"50,00",1.0,"0,25",Aleksander Śliwka,6,159,1794,70,127
2667,8,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Trefl Gdańsk,4.0,23.0,19.0,0.0,1.0,"0,00",26.0,3.0,6.0,6.0,"23,08",29.0,3.0,1.0,22.0,"75,86",1.0,"0,25",Aleksander Śliwka,6,159,1794,70,127
2668,9,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Indykpol AZS Olsztyn,4.0,12.0,21.0,2.0,5.0,"0,50",21.0,1.0,7.0,5.0,"23,81",27.0,1.0,2.0,10.0,"37,04",0.0,"0,00",Aleksander Śliwka,6,159,1794,70,127
2669,10,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Cuprum Lubin,3.0,11.0,14.0,0.0,1.0,"0,00",3.0,0.0,1.0,1.0,"33,33",16.0,1.0,0.0,9.0,"56,25",2.0,"0,67",Aleksander Śliwka,6,159,1794,70,127
2670,11,Grupa Azoty ZAKSA Kędzierzyn-Koźle -BKS Visła Bydgoszcz,3.0,12.0,16.0,2.0,1.0,"0,67",16.0,0.0,2.0,4.0,"25,00",20.0,2.0,1.0,9.0,"45,00",1.0,"0,33",Aleksander Śliwka,6,159,1794,70,127
2671,12,Grupa Azoty ZAKSA Kędzierzyn-Koźle -VERVA Warszawa ORLEN Paliwa,5.0,23.0,15.0,0.0,2.0,"0,00",32.0,1.0,13.0,8.0,"25,00",36.0,1.0,3.0,23.0,"63,89",0.0,"0,00",Aleksander Śliwka,6,159,1794,70,127
2672,13,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Ślepsk Malow Suwałki,3.0,18.0,12.0,0.0,1.0,"0,00",20.0,0.0,8.0,5.0,"25,00",29.0,2.0,1.0,15.0,"51,72",3.0,"1,00",Aleksander Śliwka,6,159,1794,70,127
2673,14,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Jastrzębski Węgiel,5.0,17.0,17.0,2.0,5.0,"0,40",19.0,1.0,6.0,5.0,"26,32",27.0,3.0,3.0,13.0,"48,15",2.0,"0,40",Aleksander Śliwka,6,159,1794,70,127
2674,15,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Aluron Virtu CMC Zawiercie,3.0,9.0,15.0,0.0,2.0,"0,00",16.0,1.0,6.0,3.0,"18,75",15.0,0.0,0.0,9.0,"60,00",0.0,"0,00",Aleksander Śliwka,6,159,1794,70,127
2675,16,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Cerrad Enea Czarni Radom,3.0,9.0,12.0,0.0,2.0,"0,00",20.0,2.0,4.0,8.0,"40,00",19.0,0.0,1.0,9.0,"47,37",0.0,"0,00",Aleksander Śliwka,6,159,1794,70,127
2676,17,Grupa Azoty ZAKSA Kędzierzyn-Koźle -PGE Skra Bełchatów,5.0,24.0,18.0,0.0,3.0,"0,00",11.0,1.0,4.0,3.0,"27,27",40.0,1.0,4.0,23.0,"57,50",1.0,"0,20",Aleksander Śliwka,6,159,1794,70,127
2677,18,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Asseco Resovia Rzeszów,3.0,17.0,11.0,1.0,2.0,"0,33",9.0,0.0,2.0,5.0,"55,56",18.0,0.0,0.0,14.0,"77,78",2.0,"0,67",Aleksander Śliwka,6,159,1794,70,127
2678,19,Grupa Azoty ZAKSA Kędzierzyn-Koźle -Cuprum Lubin,4.0,13.0,15.0,0.0,3.0,"0,00",21.0,0.0,5.0,6.0,"28,57",23.0,1.0,1.0,13.0,"56,52",0.0,"0,00",Aleksander Śliwka,6,159,1794,70,127
2679,0,Ślepsk Malow Suwałki -Grupa Azoty ZAKSA Kędzierzyn-Koźle,4.0,11.0,11.0,0.0,2.0,"0,00",1.0,0.0,1.0,0.0,"0,00",13.0,1.0,0.0,9.0,"69,23",2.0,"0,50",Andreas Takvam,3,69,482,28,110
2680,1,Ślepsk Malow Suwałki -Asseco Resovia Rzeszów,4.0,8.0,11.0,0.0,3.0,"0,00",1.0,0.0,1.0,0.0,"0,00",13.0,2.0,0.0,8.0,"61,54",0.0,"0,00",Andreas Takvam,3,69,482,28,110
2681,2,Ślepsk Malow Suwałki -VERVA Warszawa ORLEN Paliwa,4.0,10.0,10.0,1.0,1.0,"0,25",1.0,0.0,0.0,1.0,"100,00",10.0,0.0,0.0,4.0,"40,00",5.0,"1,25",Andreas Takvam,3,69,482,28,110
2682,3,Ślepsk Malow Suwałki -Trefl Gdańsk,5.0,9.0,15.0,1.0,1.0,"0,20",1.0,0.0,0.0,0.0,"0,00",13.0,0.0,0.0,7.0,"53,85",1.0,"0,20",Andreas Takvam,3,69,482,28,110
2683,4,Ślepsk Malow Suwałki -Jastrzębski Węgiel,4.0,9.0,10.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",10.0,0.0,0.0,7.0,"70,00",2.0,"0,50",Andreas Takvam,3,69,482,28,110
2684,5,Ślepsk Malow Suwałki -Indykpol AZS Olsztyn,4.0,14.0,16.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",12.0,0.0,1.0,7.0,"58,33",7.0,"1,75",Andreas Takvam,3,69,482,28,110
2685,6,Ślepsk Malow Suwałki -Aluron Virtu CMC Zawiercie,3.0,7.0,12.0,1.0,1.0,"0,33",0.0,0.0,0.0,0.0,"0,00",6.0,0.0,0.0,3.0,"50,00",3.0,"1,00",Andreas Takvam,3,69,482,28,110
2686,7,Ślepsk Malow Suwałki -Cuprum Lubin,3.0,4.0,10.0,1.0,1.0,"0,33",1.0,0.0,1.0,0.0,"0,00",6.0,1.0,0.0,2.0,"33,33",1.0,"0,33",Andreas Takvam,3,69,482,28,110
2687,8,Ślepsk Malow Suwałki -Cerrad Enea Czarni Radom,5.0,5.0,9.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",11.0,1.0,0.0,3.0,"27,27",2.0,"0,40",Andreas Takvam,3,69,482,28,110
2688,9,Ślepsk Malow Suwałki -BKS Visła Bydgoszcz,5.0,8.0,11.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",11.0,1.0,1.0,8.0,"72,73",0.0,"0,00",Andreas Takvam,3,69,482,28,110
2689,10,Ślepsk Malow Suwałki -PGE Skra Bełchatów,1.0,0.0,2.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Andreas Takvam,3,69,482,28,110
2690,11,Ślepsk Malow Suwałki -MKS Będzin,4.0,9.0,17.0,1.0,3.0,"0,25",0.0,0.0,0.0,0.0,"0,00",14.0,1.0,0.0,5.0,"35,71",3.0,"0,75",Andreas Takvam,3,69,482,28,110
2691,12,Ślepsk Malow Suwałki -GKS Katowice,5.0,7.0,15.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",14.0,1.0,0.0,6.0,"42,86",1.0,"0,20",Andreas Takvam,3,69,482,28,110
2692,13,Ślepsk Malow Suwałki -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,6.0,10.0,0.0,1.0,"0,00",1.0,0.0,0.0,0.0,"0,00",7.0,0.0,0.0,5.0,"71,43",1.0,"0,33",Andreas Takvam,3,69,482,28,110
2693,14,Ślepsk Malow Suwałki -Asseco Resovia Rzeszów,4.0,11.0,17.0,0.0,2.0,"0,00",2.0,0.0,0.0,0.0,"0,00",11.0,0.0,0.0,9.0,"81,82",2.0,"0,50",Andreas Takvam,3,69,482,28,110
2694,15,Ślepsk Malow Suwałki -VERVA Warszawa ORLEN Paliwa,3.0,6.0,8.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",6.0,0.0,1.0,4.0,"66,67",2.0,"0,67",Andreas Takvam,3,69,482,28,110
2695,16,Ślepsk Malow Suwałki -Jastrzębski Węgiel,4.0,6.0,9.0,0.0,0.0,"0,00",0.0,0.0,0.0,0.0,"0,00",9.0,0.0,0.0,5.0,"55,56",1.0,"0,25",Andreas Takvam,3,69,482,28,110
2696,17,Ślepsk Malow Suwałki -Indykpol AZS Olsztyn,4.0,8.0,15.0,0.0,2.0,"0,00",1.0,0.0,0.0,0.0,"0,00",11.0,0.0,1.0,6.0,"54,55",2.0,"0,50",Andreas Takvam,3,69,482,28,110
2697,18,Ślepsk Malow Suwałki -Aluron Virtu CMC Zawiercie,4.0,11.0,15.0,0.0,1.0,"0,00",1.0,0.0,0.0,1.0,"100,00",9.0,0.0,0.0,7.0,"77,78",4.0,"1,00",Andreas Takvam,3,69,482,28,110
2698,19,Ślepsk Malow Suwałki -Cuprum Lubin,3.0,5.0,16.0,1.0,0.0,"0,33",1.0,0.0,0.0,1.0,"100,00",4.0,0.0,0.0,3.0,"75,00",1.0,"0,33",Andreas Takvam,3,69,482,28,110
2699,20,Ślepsk Malow Suwałki -PGE Skra Bełchatów,4.0,6.0,16.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",5.0,0.0,0.0,4.0,"80,00",2.0,"0,50",Andreas Takvam,3,69,482,28,110
2700,0,Cuprum Lubin -Aluron Virtu CMC Zawiercie,5.0,7.0,19.0,4.0,2.0,"0,80",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",2.0,"0,40",Miguel Tavares Rodrigues,1,22,54,24,13
2701,1,Cuprum Lubin -Jastrzębski Węgiel,3.0,1.0,8.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,0.0,"0,00",1.0,"0,33",Miguel Tavares Rodrigues,1,22,54,24,13
2702,2,Cuprum Lubin -PGE Skra Bełchatów,5.0,1.0,18.0,0.0,2.0,"0,00",2.0,0.0,2.0,0.0,"0,00",2.0,0.0,0.0,0.0,"0,00",1.0,"0,20",Miguel Tavares Rodrigues,1,22,54,24,13
2703,3,Cuprum Lubin -Asseco Resovia Rzeszów,4.0,1.0,15.0,0.0,1.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",0.0,"0,00",Miguel Tavares Rodrigues,1,22,54,24,13
2704,4,Cuprum Lubin -GKS Katowice,5.0,8.0,25.0,3.0,3.0,"0,60",0.0,0.0,0.0,0.0,"0,00",4.0,0.0,0.0,2.0,"50,00",3.0,"0,60",Miguel Tavares Rodrigues,1,22,54,24,13
2705,5,Cuprum Lubin -Trefl Gdańsk,3.0,0.0,10.0,0.0,2.0,"0,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Miguel Tavares Rodrigues,1,22,54,24,13
2706,6,Cuprum Lubin -Indykpol AZS Olsztyn,3.0,2.0,12.0,1.0,0.0,"0,33",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,0.0,"0,00",1.0,"0,33",Miguel Tavares Rodrigues,1,22,54,24,13
2707,7,Cuprum Lubin -Ślepsk Malow Suwałki,3.0,4.0,23.0,3.0,1.0,"1,00",0.0,0.0,0.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Miguel Tavares Rodrigues,1,22,54,24,13
2708,8,Cuprum Lubin -BKS Visła Bydgoszcz,3.0,2.0,18.0,1.0,2.0,"0,33",1.0,0.0,1.0,0.0,"0,00",1.0,0.0,0.0,1.0,"100,00",0.0,"0,00",Miguel Tavares Rodrigues,1,22,54,24,13
2709,9,Cuprum Lubin -MKS Będzin,5.0,2.0,12.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,2.0,"100,00",0.0,"0,00",Miguel Tavares Rodrigues,1,22,54,24,13
2710,10,Cuprum Lubin -Grupa Azoty ZAKSA Kędzierzyn-Koźle,3.0,0.0,11.0,0.0,3.0,"0,00",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,0.0,"0,00",0.0,"0,00",Miguel Tavares Rodrigues,1,22,54,24,13
2711,11,Cuprum Lubin -VERVA Warszawa ORLEN Paliwa,3.0,2.0,10.0,1.0,3.0,"0,33",0.0,0.0,0.0,0.0,"0,00",2.0,0.0,0.0,1.0,"50,00",0.0,"0,00",Miguel Tavares Rodrigues,1,22,54,24,13
2712,12,Cuprum Lubin -Cerrad Enea Czarni Radom,4.0,4.0,22.0,2.0,4.0,"0,50",0.0,0.0,0.0,0.0,"0,00",3.0,0.0,0.0,0.0,"0,00",2.0,"0,50",Miguel Tavares Rodrigues,1,22,54,24,13
